,BTC,BTC,BTC,BTC,BTC,BTC,ETH,ETH,ETH,ETH,ETH,ETH,XRP,XRP,XRP,XRP,XRP,XRP,BCH,BCH,BCH,BCH,BCH,BCH,ADA,ADA,ADA,ADA,ADA,ADA,LTC,LTC,LTC,LTC,LTC,LTC,XLM,XLM,XLM,XLM,XLM,XLM,IOT,IOT,IOT,IOT,IOT,IOT,TRX,TRX,TRX,TRX,TRX,TRX,DASH,DASH,DASH,DASH,DASH,DASH,NEO,NEO,NEO,NEO,NEO,NEO,XMR,XMR,XMR,XMR,XMR,XMR,EOS,EOS,EOS,EOS,EOS,EOS,ICX,ICX,ICX,ICX,ICX,ICX,QTUM,QTUM,QTUM,QTUM,QTUM,QTUM,BTG,BTG,BTG,BTG,BTG,BTG,LSK,LSK,LSK,LSK,LSK,LSK,ETC,ETC,ETC,ETC,ETC,ETC,XRB,XRB,XRB,XRB,XRB,XRB,XEM,XEM,XEM,XEM,XEM,XEM,USDT,USDT,USDT,USDT,USDT,USDT,VEN,VEN,VEN,VEN,VEN,VEN,PPT,PPT,PPT,PPT,PPT,PPT,OMG,OMG,OMG,OMG,OMG,OMG,STRAT,STRAT,STRAT,STRAT,STRAT,STRAT,STEEM,STEEM,STEEM,STEEM,STEEM,STEEM,XVG,XVG,XVG,XVG,XVG,XVG,ZEC,ZEC,ZEC,ZEC,ZEC,ZEC,BCN,BCN,BCN,BCN,BCN,BCN,BTS,BTS,BTS,BTS,BTS,BTS,BNB,BNB,BNB,BNB,BNB,BNB,SC,SC,SC,SC,SC,SC,SNT,SNT,SNT,SNT,SNT,SNT,ZRX,ZRX,ZRX,ZRX,ZRX,ZRX,WTC,WTC,WTC,WTC,WTC,WTC,MKR,MKR,MKR,MKR,MKR,MKR,REP,REP,REP,REP,REP,REP,KCS,KCS,KCS,KCS,KCS,KCS,WAVES,WAVES,WAVES,WAVES,WAVES,WAVES,ARDR,ARDR,ARDR,ARDR,ARDR,ARDR,DOGE,DOGE,DOGE,DOGE,DOGE,DOGE,VERI,VERI,VERI,VERI,VERI,VERI,DRGN,DRGN,DRGN,DRGN,DRGN,DRGN,KMD,KMD,KMD,KMD,KMD,KMD,HSR,HSR,HSR,HSR,HSR,HSR,ETN,ETN,ETN,ETN,ETN,ETN,RHOC,RHOC,RHOC,RHOC,RHOC,RHOC,AE,AE,AE,AE,AE,AE,ARK,ARK,ARK,ARK,ARK,ARK,LRC,LRC,LRC,LRC,LRC,LRC,BAT,BAT,BAT,BAT,BAT,BAT
,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto,close,high,low,open,volumefrom,volumeto
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-12-31,963.38,965.47,942.4,959.04,27559.31,26379401.89,8.05,8.23,7.92,8.16,137420.77,1105687.52,0.006511,0.006742,0.006206,0.006415,363962.31,2355.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,4.42,4.22,4.35,123017.89,532524.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.13,11.24,10.47,10.92,1873.07,20801.59,0.0,0.0,0.0,0.0,0.0,0.0,13.79,14.0,12.76,12.87,6087.74,81746.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1441,0.1466,0.1406,0.1459,103361.92,14894.45,1.45,1.57,1.33,1.51,265162.39,378681.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.01,1.01,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1779,0.1796,0.1596,0.1633,361327.16,64280.1,1.8e-05,1.8e-05,1.8e-05,1.8e-05,0.0,0.0,48.0,52.0,48.0,52.0,677.72,33195.6,0.0,0.0,0.0,0.0,0,0.0,0.003988,0.004123,0.00394,0.004075,3733123.56,14887.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0002408,0.0002505,0.0002312,0.0002312,81593034.05,19647.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,4.15,3.62,3.7,1351.81,5285.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01006,0.01045,0.0092,0.01022,1013507.94,10195.89,0.0002256,0.0002395,0.0002256,0.0002263,115240.1,26.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-01,995.44,1001.61,956.1,963.38,41148.52,40570922.99,8.14,8.54,8.02,8.05,162635.97,1347147.44,0.006346,0.006597,0.006259,0.006511,259802.37,1655.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,4.5,4.26,4.32,141065.62,621447.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.06,11.33,10.76,11.13,2769.62,30755.08,0.0,0.0,0.0,0.0,0.0,0.0,13.57,14.31,13.4,13.79,4941.39,67898.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1457,0.167,0.1448,0.1489,933867.11,136064.44,1.4,1.5,1.33,1.45,317355.75,447156.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,1.01,1.01,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1614,0.1846,0.1574,0.1839,699970.31,112975.21,1.728e-05,1.728e-05,1.728e-05,1.728e-05,30.9,0.000534,49.0,49.01,47.38,48.0,783.22,37828.44,0.0,0.0,0.0,0.0,0,0.0,0.003982,0.004121,0.003922,0.004121,12312271.18,49027.46,0.0,0.0,0.0,0.0,0.0,0.0,0.000229,0.0002588,0.000219,0.0002489,181821440.43,41637.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92,3.96,3.66,3.8,1483.0,5718.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01026,0.01139,0.009835,0.01039,1183878.83,12146.6,0.0002265,0.00023,0.0002265,0.00023,1256.3,0.2849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-02,1017.05,1031.68,990.2,995.44,64951.63,66038073.34,8.33,8.47,8.03,8.14,156606.04,1292250.03,0.006312,0.006418,0.006207,0.006346,703770.93,4453.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.69,4.37,4.42,263459.39,1197397.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,11.74,10.99,11.06,3328.01,38156.95,0.0,0.0,0.0,0.0,0.0,0.0,16.12,16.5,13.57,13.57,21096.65,319780.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1576,0.1627,0.1473,0.1489,733701.64,115631.38,1.43,1.45,1.35,1.4,251738.67,356640.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,22.75,23.1,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548,0.1725,0.1433,0.1649,962582.69,149007.8,1.728e-05,1.728e-05,1.728e-05,1.728e-05,0.0,0.0,50.08,53.01,47.41,49.0,804.82,39735.17,0.0,0.0,0.0,0.0,0,0.0,0.004028,0.004272,0.003905,0.004068,15598443.79,62830.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0002339,0.0002543,0.0002238,0.0002339,113512020.06,26550.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,4.16,3.15,3.15,4378.4,17569.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01027,0.0107,0.009998,0.01049,1291726.28,13266.03,0.000221,0.000228,0.0002202,0.0002265,46548.38,10.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-03,1033.3,1035.47,1006.53,1017.05,54788.01,56085870.7,9.59,9.94,8.18,8.33,571218.0,5292231.64,0.006411,0.006569,0.00622,0.006312,1934062.31,12585.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,4.63,4.42,4.54,109615.25,494437.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.22,12.73,11.52,11.62,4906.42,60370.12,0.0,0.0,0.0,0.0,0.0,0.0,15.2,17.0,15.0,17.0,23386.77,377238.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1591,0.1624,0.1545,0.1602,445646.06,70902.29,1.48,1.57,1.4,1.43,439070.08,653955.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1563,0.1637,0.1548,0.1573,493764.61,77175.41,1.728e-05,1.728e-05,1.728e-05,1.728e-05,0.0,0.0,50.0,55.3,47.5,50.08,998.62,49426.55,0.0,0.0,0.0,0.0,0,0.0,0.004113,0.004206,0.003968,0.004092,13108527.94,53915.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0002377,0.0002583,0.0002377,0.0002377,96379004.69,22909.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.28,4.29,4.28,4.16,1674.24,7141.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01037,0.01061,0.01002,0.01044,1233156.26,12787.83,0.0002225,0.0002339,0.0002202,0.000221,11312.24,2.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-04,1135.41,1148.54,1022.32,1033.3,156272.17,170584623.04,10.88,10.89,9.31,9.59,668352.35,7005140.85,0.00641,0.00684,0.006374,0.006411,1013614.7,6665.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,4.73,4.36,4.51,410310.8,1866468.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49,23.91,12.06,12.22,22284.23,341735.59,0.0,0.0,0.0,0.0,0.0,0.0,18.48,18.49,15.2,15.2,25864.31,444705.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1694,0.1884,0.1647,0.1749,909879.57,154133.6,1.74,1.76,1.43,1.48,641018.14,1052962.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1736,0.1847,0.1666,0.1718,643494.29,111710.61,1.728e-05,1.728e-05,1.728e-05,1.728e-05,81.0,0.0014,53.14,54.7,49.11,50.0,1630.9,85785.94,0.0,0.0,0.0,0.0,0,0.0,0.004349,0.004587,0.003951,0.004519,103492918.02,450090.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0002611,0.0002952,0.0002611,0.0002611,184940748.73,48288.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.16,5.16,4.07,4.28,6226.61,28909.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01174,0.01204,0.01118,0.0114,2146046.94,25194.59,0.0002211,0.0002392,0.0002065,0.0002225,209348.7,44.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-05,989.35,1150.63,874.53,1135.41,240007.84,244839289.77,10.2,11.63,9.07,10.88,869504.52,9120265.2,0.006276,0.006889,0.00565,0.00641,9863067.97,59727.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,4.63,3.95,4.42,533084.48,2312058.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.63,15.99,12.35,15.49,10862.71,155704.82,0.0,0.0,0.0,0.0,0.0,0.0,16.11,18.73,13.0,18.48,49975.75,812299.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1531,0.1595,0.1444,0.1476,656914.79,100573.65,1.59,1.85,1.4,1.74,753344.21,1230063.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1568,0.1617,0.1484,0.1513,536548.15,84130.75,1.728e-05,1.728e-05,1.728e-05,1.728e-05,22.77,0.0003934,49.99,58.01,44.01,53.14,2553.8,128451.43,0.0,0.0,0.0,0.0,0,0.0,0.003948,0.004135,0.003522,0.003789,39720527.32,156816.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0002869,0.0002968,0.0002276,0.0002276,493406719.95,141558.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.49,5.99,4.15,5.16,13136.59,62740.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01041,0.01123,0.01,0.01023,2427699.97,25272.36,0.00023,0.000234,0.0002065,0.0002301,227417.5,50.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-06,886.16,1027.42,852.55,989.35,194290.96,179160668.84,10.07,10.42,9.44,10.2,348103.81,3477359.84,0.006222,0.006497,0.005995,0.006276,3345599.98,20860.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76,4.29,3.61,4.16,408047.14,1628401.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21,14.4,10.5,13.63,9966.18,124433.13,0.0,0.0,0.0,0.0,0.0,0.0,14.19,16.73,13.5,16.11,29805.24,431535.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1393,0.1432,0.132,0.1371,1077014.12,150028.07,1.51,1.64,1.41,1.59,270125.63,404018.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,1.02,1.02,1.02,0.0,0.0,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1534,0.1568,0.1374,0.1405,524971.69,80530.66,1.728e-05,1.728e-05,1.728e-05,1.728e-05,18.8,0.0003249,46.29,51.01,45.65,49.99,730.24,34559.53,0.0,0.0,0.0,0.0,0,0.0,0.003474,0.003651,0.003128,0.003536,23125993.54,80339.7,0.0,0.0,0.0,0.0,0.0,0.0,0.000257,0.0002658,0.0002304,0.000257,189134742.68,48607.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.34,4.49,4.49,7245.25,35060.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009819,0.01009,0.009083,0.009322,1523493.53,14959.18,0.0002376,0.0002376,0.0002252,0.00023,61844.8,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-07,888.87,900.86,806.66,886.16,130663.09,113037531.71,9.78,10.12,9.47,10.07,198160.0,1942619.39,0.006363,0.006457,0.00605,0.006222,1068684.28,6726.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,3.93,3.48,3.76,211872.87,790065.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.72,12.95,10.43,11.21,6367.71,74534.54,0.0,0.0,0.0,0.0,0.0,0.0,12.93,14.74,12.11,14.19,32006.47,415963.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431,0.1467,0.1364,0.1397,569390.97,81479.85,1.43,1.52,1.26,1.51,339609.17,461109.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.02,1.0,1.02,209.0,209.05,0.09091,0.09091,0.09091,0.09091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1503,0.16,0.1482,0.1539,356968.95,53652.43,2.496e-05,2.496e-05,2.496e-05,2.496e-05,3217.98,0.08032,46.75,48.0,44.45,46.29,1023.43,46948.65,0.0,0.0,0.0,0.0,0,0.0,0.003511,0.0036,0.003351,0.003484,11362352.95,39893.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0002844,0.0003022,0.0002311,0.0002578,397412046.13,113023.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,5.2,4.25,5.0,5845.39,26376.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01102,0.0122,0.009831,0.009849,3411208.53,37591.52,0.0002166,0.000373,0.0002166,0.000373,870634.48,216.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
